pressure,wind,class,radius_major_gale_axis,radius_minor_gale_axis,direc_major_gale_axis,image
965,75,5,170,90,SE,image/MTS108060212.200805.jpg
970,70,5,170,60,SE,image/MTS108060218.200805.jpg
975,60,4,180,40,SE,image/MTS108060221.200805.jpg
980,55,4,180,40,S,image/MTS108060300.200805.jpg
985,50,4,180,40,S,image/MTS108060303.200805.jpg
1000,35,3,150,90,W,image/MTS108061900.200806.jpg
994,45,3,150,90,W,image/MTS108061906.200806.jpg
985,55,4,150,100,W,image/MTS108061912.200806.jpg
980,65,5,150,100,W,image/MTS108061918.200806.jpg
970,70,5,150,100,W,image/MTS108062000.200806.jpg
965,75,5,160,120,W,image/MTS108062006.200806.jpg
960,75,5,160,120,W,image/MTS108062012.200806.jpg
955,80,5,160,120,W,image/MTS108062018.200806.jpg
945,90,5,160,120,W,image/MTS108062100.200806.jpg
955,85,5,160,120,W,image/MTS108062106.200806.jpg
965,75,5,140,120,W,image/MTS108062112.200806.jpg
970,75,5,140,120,W,image/MTS108062118.200806.jpg
975,75,5,140,120,W,image/MTS108062200.200806.jpg
980,65,5,120,100,W,image/MTS108062206.200806.jpg
985,55,4,120,100,W,image/MTS108062212.200806.jpg
985,50,4,140,120,W,image/MTS108062218.200806.jpg
985,50,4,150,120,SW,image/MTS108062300.200806.jpg
985,50,4,150,120,SW,image/MTS108062306.200806.jpg
985,50,4,150,120,SW,image/MTS108062312.200806.jpg
985,50,4,150,120,S,image/MTS108062318.200806.jpg
985,50,4,150,120,S,image/MTS108062400.200806.jpg
985,50,4,150,120,S,image/MTS108062406.200806.jpg
985,50,4,150,90,S,image/MTS108062412.200806.jpg
990,45,3,150,90,S,image/MTS108062418.200806.jpg
994,40,3,130,80,S,image/MTS108062500.200806.jpg
996,35,3,60,60,symmetric,image/MTS108071506.200807.jpg
994,40,3,60,60,symmetric,image/MTS108071512.200807.jpg
992,40,3,60,60,symmetric,image/MTS108071518.200807.jpg
990,45,3,80,80,symmetric,image/MTS108071600.200807.jpg
985,50,4,80,80,symmetric,image/MTS108071606.200807.jpg
985,50,4,100,100,symmetric,image/MTS108071612.200807.jpg
980,55,4,100,100,symmetric,image/MTS108071618.200807.jpg
980,55,4,120,100,E,image/MTS108071621.200807.jpg
975,60,4,120,100,E,image/MTS108071700.200807.jpg
975,60,4,160,120,E,image/MTS108071703.200807.jpg
970,65,5,160,120,E,image/MTS108071706.200807.jpg
970,65,5,160,120,E,image/MTS108071709.200807.jpg
975,60,4,160,120,E,image/MTS108071712.200807.jpg
980,55,4,160,120,E,image/MTS108071715.200807.jpg
985,50,4,200,120,E,image/MTS108071718.200807.jpg
990,45,3,200,120,E,image/MTS108071721.200807.jpg
992,40,3,200,120,SE,image/MTS108071800.200807.jpg
994,35,3,200,120,SE,image/MTS108071806.200807.jpg
994,35,3,200,120,SE,image/MTS108071812.200807.jpg
994,35,3,140,140,symmetric,image/MTS108072506.200808.jpg
990,45,3,170,170,symmetric,image/MTS108072512.200808.jpg
990,45,3,170,170,symmetric,image/MTS108072518.200808.jpg
985,50,4,200,200,symmetric,image/MTS108072600.200808.jpg
980,55,4,200,200,symmetric,image/MTS108072606.200808.jpg
975,60,4,220,220,symmetric,image/MTS108072612.200808.jpg
975,60,4,240,240,symmetric,image/MTS108072618.200808.jpg
970,65,5,240,240,symmetric,image/MTS108072700.200808.jpg
970,65,5,240,240,symmetric,image/MTS108072703.200808.jpg
970,65,5,240,240,symmetric,image/MTS108072706.200808.jpg
965,70,5,240,240,symmetric,image/MTS108072709.200808.jpg
960,75,5,240,240,symmetric,image/MTS108072712.200808.jpg
960,75,5,240,240,symmetric,image/MTS108072715.200808.jpg
960,75,5,240,240,symmetric,image/MTS108072718.200808.jpg
960,75,5,240,240,symmetric,image/MTS108072721.200808.jpg
965,70,5,270,210,E,image/MTS108072800.200808.jpg
970,65,5,270,210,E,image/MTS108072803.200808.jpg
975,55,4,270,210,E,image/MTS108072806.200808.jpg
975,55,4,290,210,E,image/MTS108072812.200808.jpg
985,50,4,300,210,E,image/MTS108072818.200808.jpg
990,45,3,325,150,E,image/MTS108072900.200808.jpg
990,45,3,325,150,E,image/MTS108072906.200808.jpg
990,35,3,160,160,symmetric,image/MTS108080500.200809.jpg
985,40,3,200,160,SE,image/MTS108080506.200809.jpg
985,40,3,200,160,SE,image/MTS108080512.200809.jpg
980,45,3,200,160,S,image/MTS108080518.200809.jpg
975,50,4,210,150,S,image/MTS108080600.200809.jpg
975,50,4,210,150,S,image/MTS108080606.200809.jpg
980,45,3,240,150,SE,image/MTS108080612.200809.jpg
985,40,3,200,120,SE,image/MTS108080618.200809.jpg
985,40,3,150,90,S,image/MTS108080700.200809.jpg
985,40,3,150,90,S,image/MTS108080706.200809.jpg
990,35,3,120,90,S,image/MTS108080712.200809.jpg
1000,35,3,130,60,SE,image/MTS108081006.200810.jpg
998,45,3,130,60,SE,image/MTS108081012.200810.jpg
996,50,4,160,100,SE,image/MTS108081018.200810.jpg
998,40,3,120,70,S,image/MTS108081100.200810.jpg
996,35,3,120,60,SE,image/MTS108081506.200811.jpg
996,35,3,120,60,SE,image/MTS108081512.200811.jpg
996,35,3,120,60,SE,image/MTS108081515.200811.jpg
994,40,3,140,60,SE,image/MTS108081518.200811.jpg
994,40,3,140,60,SE,image/MTS108081521.200811.jpg
992,45,3,150,70,SE,image/MTS108081600.200811.jpg
992,45,3,150,70,SE,image/MTS108081603.200811.jpg
990,50,4,160,90,SE,image/MTS108081606.200811.jpg
990,50,4,160,100,SE,image/MTS108081612.200811.jpg
990,50,4,160,140,SE,image/MTS108081618.200811.jpg
990,50,4,160,140,SE,image/MTS108081700.200811.jpg
990,50,4,160,80,SE,image/MTS108081706.200811.jpg
990,50,4,160,50,SE,image/MTS108081712.200811.jpg
990,50,4,160,50,SE,image/MTS108081718.200811.jpg
1000,35,3,80,80,symmetric,image/MTS108081718.200812.jpg
996,35,3,100,100,symmetric,image/MTS108081800.200812.jpg
990,45,3,100,100,symmetric,image/MTS108081806.200812.jpg
980,55,4,120,120,symmetric,image/MTS108081812.200812.jpg
970,65,5,150,150,symmetric,image/MTS108081818.200812.jpg
960,70,5,150,150,symmetric,image/MTS108081900.200812.jpg
955,75,5,180,180,symmetric,image/MTS108081906.200812.jpg
955,75,5,180,180,symmetric,image/MTS108081912.200812.jpg
955,75,5,180,180,symmetric,image/MTS108081918.200812.jpg
955,75,5,180,180,symmetric,image/MTS108082000.200812.jpg
955,75,5,210,180,S,image/MTS108082006.200812.jpg
955,75,5,240,180,S,image/MTS108082012.200812.jpg
955,75,5,240,180,S,image/MTS108082018.200812.jpg
960,70,5,240,150,S,image/MTS108082100.200812.jpg
960,70,5,240,150,S,image/MTS108082106.200812.jpg
965,65,5,210,150,SE,image/MTS108082112.200812.jpg
970,60,4,210,150,SE,image/MTS108082118.200812.jpg
975,55,4,210,100,SE,image/MTS108082200.200812.jpg
980,50,4,210,100,SE,image/MTS108082206.200812.jpg
990,45,3,180,100,SE,image/MTS108082212.200812.jpg
996,40,3,150,100,SE,image/MTS108082218.200812.jpg
996,35,3,100,100,symmetric,image/MTS108090818.200813.jpg
990,45,3,150,120,E,image/MTS108090900.200813.jpg
985,55,4,150,120,E,image/MTS108090906.200813.jpg
975,65,5,180,150,E,image/MTS108090912.200813.jpg
970,70,5,200,160,E,image/MTS108090918.200813.jpg
965,80,5,220,180,E,image/MTS108091000.200813.jpg
945,90,5,200,200,symmetric,image/MTS108091006.200813.jpg
935,100,5,200,200,symmetric,image/MTS108091012.200813.jpg
935,100,5,200,200,symmetric,image/MTS108091018.200813.jpg
935,100,5,200,200,symmetric,image/MTS108091100.200813.jpg
935,100,5,200,200,symmetric,image/MTS108091106.200813.jpg
935,100,5,200,200,symmetric,image/MTS108091112.200813.jpg
940,95,5,200,200,symmetric,image/MTS108091115.200813.jpg
940,95,5,200,200,symmetric,image/MTS108091118.200813.jpg
940,95,5,200,200,symmetric,image/MTS108091121.200813.jpg
940,95,5,200,200,symmetric,image/MTS108091200.200813.jpg
940,95,5,200,200,symmetric,image/MTS108091203.200813.jpg
940,95,5,200,200,symmetric,image/MTS108091206.200813.jpg
940,95,5,200,200,symmetric,image/MTS108091209.200813.jpg
945,90,5,200,200,symmetric,image/MTS108091212.200813.jpg
945,90,5,200,200,symmetric,image/MTS108091215.200813.jpg
945,90,5,200,200,symmetric,image/MTS108091218.200813.jpg
945,90,5,200,200,symmetric,image/MTS108091221.200813.jpg
945,90,5,220,180,S,image/MTS108091300.200813.jpg
945,90,5,220,180,S,image/MTS108091303.200813.jpg
945,90,5,220,180,S,image/MTS108091306.200813.jpg
945,90,5,240,180,S,image/MTS108091309.200813.jpg
950,90,5,240,180,S,image/MTS108091312.200813.jpg
950,90,5,240,180,S,image/MTS108091315.200813.jpg
960,80,5,240,180,S,image/MTS108091318.200813.jpg
960,75,5,240,180,S,image/MTS108091321.200813.jpg
975,65,5,210,150,S,image/MTS108091400.200813.jpg
975,65,5,210,150,S,image/MTS108091403.200813.jpg
985,60,4,210,150,S,image/MTS108091406.200813.jpg
985,60,4,210,150,S,image/MTS108091409.200813.jpg
985,60,4,210,150,S,image/MTS108091412.200813.jpg
985,55,4,200,150,SE,image/MTS108091418.200813.jpg
985,50,4,200,150,SE,image/MTS108091500.200813.jpg
985,50,4,180,150,SE,image/MTS108091506.200813.jpg
985,50,4,180,150,SE,image/MTS108091512.200813.jpg
985,50,4,150,120,SE,image/MTS108091518.200813.jpg
990,45,3,150,90,SE,image/MTS108091600.200813.jpg
992,40,3,150,90,SE,image/MTS108091606.200813.jpg
992,40,3,150,90,SE,image/MTS108091612.200813.jpg
992,40,3,150,90,SE,image/MTS108091618.200813.jpg
990,45,3,150,90,E,image/MTS108091700.200813.jpg
990,45,3,150,90,E,image/MTS108091706.200813.jpg
985,50,4,150,90,E,image/MTS108091712.200813.jpg
985,50,4,150,90,E,image/MTS108091715.200813.jpg
985,50,4,150,90,E,image/MTS108091718.200813.jpg
985,50,4,150,90,E,image/MTS108091721.200813.jpg
985,50,4,150,90,E,image/MTS108091800.200813.jpg
980,55,4,150,90,E,image/MTS108091803.200813.jpg
980,60,4,150,90,E,image/MTS108091806.200813.jpg
980,60,4,150,90,E,image/MTS108091809.200813.jpg
985,60,4,140,90,E,image/MTS108091812.200813.jpg
985,60,4,140,90,E,image/MTS108091815.200813.jpg
985,60,4,130,90,E,image/MTS108091818.200813.jpg
985,60,4,130,90,E,image/MTS108091821.200813.jpg
980,65,5,130,90,E,image/MTS108091900.200813.jpg
980,65,5,130,90,E,image/MTS108091903.200813.jpg
980,65,5,130,90,E,image/MTS108091906.200813.jpg
980,65,5,130,90,E,image/MTS108091909.200813.jpg
985,65,5,130,90,E,image/MTS108091912.200813.jpg
985,65,5,130,90,E,image/MTS108091915.200813.jpg
985,65,5,90,60,E,image/MTS108091918.200813.jpg
990,60,4,90,60,SE,image/MTS108091921.200813.jpg
990,55,4,90,60,SE,image/MTS108092000.200813.jpg
992,55,4,90,60,SE,image/MTS108092006.200813.jpg
992,50,4,90,60,SE,image/MTS108092012.200813.jpg
994,45,3,90,60,SE,image/MTS108092018.200813.jpg
1002,35,3,120,120,symmetric,image/MTS108091912.200814.jpg
994,45,3,160,160,symmetric,image/MTS108091918.200814.jpg
990,50,4,240,140,SW,image/MTS108092000.200814.jpg
985,50,4,240,140,SW,image/MTS108092006.200814.jpg
985,50,4,210,150,SW,image/MTS108092012.200814.jpg
985,50,4,210,180,SW,image/MTS108092018.200814.jpg
980,55,4,240,180,SE,image/MTS108092100.200814.jpg
975,55,4,240,180,SE,image/MTS108092106.200814.jpg
970,65,5,260,200,SE,image/MTS108092112.200814.jpg
960,70,5,260,200,E,image/MTS108092118.200814.jpg
955,75,5,260,260,symmetric,image/MTS108092200.200814.jpg
950,80,5,280,280,symmetric,image/MTS108092206.200814.jpg
950,80,5,280,280,symmetric,image/MTS108092212.200814.jpg
950,80,5,280,280,symmetric,image/MTS108092218.200814.jpg
945,85,5,240,210,W,image/MTS108092300.200814.jpg
945,85,5,240,210,W,image/MTS108092306.200814.jpg
945,85,5,210,210,symmetric,image/MTS108092312.200814.jpg
935,90,5,210,210,symmetric,image/MTS108092318.200814.jpg
955,75,5,210,120,SE,image/MTS108092400.200814.jpg
975,60,4,210,90,SE,image/MTS108092406.200814.jpg
985,45,3,180,70,SE,image/MTS108092412.200814.jpg
992,35,3,160,70,SE,image/MTS108092418.200814.jpg
998,35,3,120,120,symmetric,image/MTS108092412.200815.jpg
992,45,3,140,140,symmetric,image/MTS108092418.200815.jpg
985,55,4,170,170,symmetric,image/MTS108092500.200815.jpg
975,65,5,180,180,symmetric,image/MTS108092506.200815.jpg
970,70,5,180,180,symmetric,image/MTS108092512.200815.jpg
965,75,5,200,200,symmetric,image/MTS108092518.200815.jpg
960,80,5,240,210,E,image/MTS108092600.200815.jpg
955,85,5,240,210,E,image/MTS108092606.200815.jpg
940,95,5,240,210,E,image/MTS108092612.200815.jpg
930,100,5,240,240,symmetric,image/MTS108092618.200815.jpg
920,105,5,240,240,symmetric,image/MTS108092700.200815.jpg
910,110,5,240,240,symmetric,image/MTS108092706.200815.jpg
905,115,5,240,240,symmetric,image/MTS108092712.200815.jpg
905,115,5,240,240,symmetric,image/MTS108092715.200815.jpg
905,115,5,250,250,symmetric,image/MTS108092718.200815.jpg
905,115,5,250,250,symmetric,image/MTS108092721.200815.jpg
910,110,5,250,250,symmetric,image/MTS108092800.200815.jpg
915,105,5,240,240,symmetric,image/MTS108092803.200815.jpg
925,100,5,240,240,symmetric,image/MTS108092806.200815.jpg
935,95,5,240,240,symmetric,image/MTS108092809.200815.jpg
950,85,5,220,220,symmetric,image/MTS108092812.200815.jpg
960,75,5,210,210,symmetric,image/MTS108092815.200815.jpg
970,65,5,210,210,symmetric,image/MTS108092818.200815.jpg
985,50,4,200,200,symmetric,image/MTS108092900.200815.jpg
990,50,4,180,180,symmetric,image/MTS108092906.200815.jpg
992,45,3,160,160,symmetric,image/MTS108092912.200815.jpg
992,45,3,160,160,symmetric,image/MTS108092918.200815.jpg
994,45,3,160,160,symmetric,image/MTS108093000.200815.jpg
994,40,3,160,160,symmetric,image/MTS108093006.200815.jpg
996,35,3,150,150,symmetric,image/MTS108093012.200815.jpg
996,35,3,150,150,symmetric,image/MTS108093015.200815.jpg
996,35,3,150,150,symmetric,image/MTS108093018.200815.jpg
998,35,3,150,150,symmetric,image/MTS108093021.200815.jpg
992,35,3,80,80,symmetric,image/MTS108092900.200816.jpg
992,40,3,80,80,symmetric,image/MTS108092906.200816.jpg
992,40,3,100,80,N,image/MTS108092912.200816.jpg
990,45,3,110,80,N,image/MTS108092918.200816.jpg
990,45,3,110,80,N,image/MTS108093000.200816.jpg
998,35,3,100,50,NE,image/MTS108093006.200816.jpg
996,35,3,90,90,symmetric,image/MTS108100200.200817.jpg
996,35,3,90,90,symmetric,image/MTS108100206.200817.jpg
996,35,3,90,90,symmetric,image/MTS108100212.200817.jpg
996,35,3,90,90,symmetric,image/MTS108100218.200817.jpg
996,35,3,90,90,symmetric,image/MTS108100300.200817.jpg
1000,35,3,90,90,symmetric,image/MTS108101906.200818.jpg
996,40,3,140,60,E,image/MTS108101912.200818.jpg
992,45,3,160,80,E,image/MTS108101918.200818.jpg
992,45,3,160,80,E,image/MTS108102000.200818.jpg
992,45,3,180,80,E,image/MTS108102006.200818.jpg
1002,35,3,90,90,symmetric,image/MTS108110706.200819.jpg
1000,35,3,100,100,symmetric,image/MTS108110712.200819.jpg
998,40,3,100,100,symmetric,image/MTS108110718.200819.jpg
990,45,3,150,100,NE,image/MTS108110800.200819.jpg
990,45,3,150,100,NE,image/MTS108110806.200819.jpg
985,50,4,150,100,NE,image/MTS108110812.200819.jpg
985,50,4,150,100,NE,image/MTS108110818.200819.jpg
985,50,4,180,100,NE,image/MTS108110900.200819.jpg
990,45,3,150,100,NE,image/MTS108110906.200819.jpg
1006,35,3,120,60,SE,image/MTS108111518.200820.jpg
1004,40,3,130,70,SE,image/MTS108111600.200820.jpg
1004,40,3,130,80,SE,image/MTS108111606.200820.jpg
1006,35,3,120,60,SE,image/MTS108111612.200820.jpg
1006,35,3,90,50,E,image/MTS108111618.200820.jpg
1006,35,3,60,40,E,image/MTS108111700.200820.jpg
1006,35,3,60,20,E,image/MTS108111706.200820.jpg
998,35,3,70,70,symmetric,image/MTS108111612.200821.jpg
996,35,3,70,70,symmetric,image/MTS108111618.200821.jpg
994,40,3,90,90,symmetric,image/MTS108111700.200821.jpg
998,35,3,60,60,symmetric,image/MTS108111706.200821.jpg
996,35,3,120,120,symmetric,image/MTS108121218.200822.jpg
996,35,3,120,120,symmetric,image/MTS108121300.200822.jpg
992,40,3,120,120,symmetric,image/MTS108121306.200822.jpg
992,40,3,120,120,symmetric,image/MTS108121312.200822.jpg
990,45,3,150,120,N,image/MTS108121318.200822.jpg
990,45,3,150,120,N,image/MTS108121400.200822.jpg
990,45,3,150,120,N,image/MTS108121406.200822.jpg
985,50,4,150,120,N,image/MTS108121412.200822.jpg
985,50,4,180,150,NE,image/MTS108121418.200822.jpg
980,55,4,180,150,NE,image/MTS108121500.200822.jpg
980,55,4,180,150,NE,image/MTS108121506.200822.jpg
975,60,4,210,150,N,image/MTS108121512.200822.jpg
970,65,5,210,150,N,image/MTS108121518.200822.jpg
970,65,5,210,150,N,image/MTS108121600.200822.jpg
970,65,5,210,150,N,image/MTS108121606.200822.jpg
975,60,4,180,150,N,image/MTS108121612.200822.jpg
980,55,4,160,100,N,image/MTS108121618.200822.jpg
985,50,4,160,100,N,image/MTS108121700.200822.jpg
990,45,3,160,100,N,image/MTS108121706.200822.jpg
992,40,3,120,80,N,image/MTS108121712.200822.jpg
994,40,3,120,80,N,image/MTS108121718.200822.jpg
996,35,3,120,80,N,image/MTS108121800.200822.jpg
1002,35,3,120,80,N,image/MTS108121806.200822.jpg
1000,35,3,80,80,symmetric,image/MTS109050218.200901.jpg
996,40,3,80,80,symmetric,image/MTS109050300.200901.jpg
985,45,3,100,100,symmetric,image/MTS109050306.200901.jpg
980,55,4,110,110,symmetric,image/MTS109050312.200901.jpg
975,60,4,120,120,symmetric,image/MTS109050318.200901.jpg
970,65,5,130,130,symmetric,image/MTS109050400.200901.jpg
965,70,5,130,130,symmetric,image/MTS109050406.200901.jpg
950,80,5,130,130,symmetric,image/MTS109050412.200901.jpg
940,85,5,130,130,symmetric,image/MTS109050418.200901.jpg
940,85,5,130,130,symmetric,image/MTS109050500.200901.jpg
940,85,5,130,130,symmetric,image/MTS109050506.200901.jpg
950,80,5,130,130,symmetric,image/MTS109050512.200901.jpg
950,80,5,130,130,symmetric,image/MTS109050518.200901.jpg
955,75,5,130,130,symmetric,image/MTS109050600.200901.jpg
955,75,5,130,130,symmetric,image/MTS109050606.200901.jpg
965,70,5,120,120,symmetric,image/MTS109050612.200901.jpg
970,65,5,110,80,SE,image/MTS109050618.200901.jpg
980,55,4,110,80,SE,image/MTS109050700.200901.jpg
985,45,3,100,70,SE,image/MTS109050706.200901.jpg
990,35,3,90,50,SE,image/MTS109050712.200901.jpg
1000,35,3,100,100,symmetric,image/MTS109050312.200902.jpg
998,35,3,100,100,symmetric,image/MTS109050318.200902.jpg
996,35,3,100,100,symmetric,image/MTS109050400.200902.jpg
992,40,3,100,100,symmetric,image/MTS109050406.200902.jpg
990,45,3,100,100,symmetric,image/MTS109050412.200902.jpg
985,50,4,100,100,symmetric,image/MTS109050418.200902.jpg
980,55,4,100,100,symmetric,image/MTS109050500.200902.jpg
980,55,4,100,100,symmetric,image/MTS109050506.200902.jpg
980,55,4,100,100,symmetric,image/MTS109050512.200902.jpg
980,55,4,100,100,symmetric,image/MTS109050518.200902.jpg
980,55,4,100,100,symmetric,image/MTS109050600.200902.jpg
980,55,4,100,100,symmetric,image/MTS109050606.200902.jpg
975,60,4,120,100,SE,image/MTS109050612.200902.jpg
975,65,5,120,100,SE,image/MTS109050618.200902.jpg
975,65,5,120,100,SE,image/MTS109050700.200902.jpg
975,65,5,120,100,SE,image/MTS109050706.200902.jpg
985,55,4,100,100,symmetric,image/MTS109050712.200902.jpg
990,50,4,100,80,N,image/MTS109050718.200902.jpg
990,50,4,100,80,N,image/MTS109050800.200902.jpg
990,45,3,100,70,N,image/MTS109050806.200902.jpg
992,40,3,100,60,N,image/MTS109050812.200902.jpg
994,35,3,100,60,N,image/MTS109050818.200902.jpg
1000,35,3,100,100,symmetric,image/MTS109061800.200903.jpg
998,35,3,100,100,symmetric,image/MTS109061806.200903.jpg
994,35,3,100,100,symmetric,image/MTS109061812.200903.jpg
994,35,3,100,100,symmetric,image/MTS109061818.200903.jpg
992,40,3,120,100,SW,image/MTS109061900.200903.jpg
990,45,3,120,100,SW,image/MTS109061906.200903.jpg
985,50,4,140,100,S,image/MTS109061912.200903.jpg
985,50,4,140,100,S,image/MTS109061918.200903.jpg
980,55,4,160,100,SE,image/MTS109062000.200903.jpg
975,60,4,160,100,SE,image/MTS109062006.200903.jpg
975,60,4,160,100,SE,image/MTS109062012.200903.jpg
975,60,4,160,100,SE,image/MTS109062018.200903.jpg
975,60,4,160,100,SE,image/MTS109062100.200903.jpg
980,55,4,160,100,S,image/MTS109062106.200903.jpg
980,50,4,120,80,S,image/MTS109062112.200903.jpg
992,40,3,80,60,S,image/MTS109062118.200903.jpg
996,35,3,80,60,S,image/MTS109062200.200903.jpg
996,35,3,160,120,NE,image/MTS109062306.200904.jpg
994,40,3,160,120,NE,image/MTS109062312.200904.jpg
994,40,3,170,130,NE,image/MTS109062318.200904.jpg
994,40,3,160,160,symmetric,image/MTS109062400.200904.jpg
994,40,3,160,160,symmetric,image/MTS109062406.200904.jpg
994,40,3,180,130,SW,image/MTS109062412.200904.jpg
996,40,3,180,130,SW,image/MTS109062418.200904.jpg
996,40,3,150,120,SE,image/MTS109062500.200904.jpg
996,40,3,150,120,SE,image/MTS109062506.200904.jpg
996,35,3,150,120,SE,image/MTS109062512.200904.jpg
996,35,3,150,110,SE,image/MTS109062518.200904.jpg
996,35,3,150,110,SE,image/MTS109062600.200904.jpg
996,35,3,140,100,SE,image/MTS109062606.200904.jpg
996,35,3,100,80,SE,image/MTS109062612.200904.jpg
994,35,3,100,100,symmetric,image/MTS109071100.200905.jpg
992,35,3,100,100,symmetric,image/MTS109071106.200905.jpg
992,35,3,100,100,symmetric,image/MTS109071112.200905.jpg
994,35,3,100,100,symmetric,image/MTS109071118.200905.jpg
998,35,3,200,150,E,image/MTS109071606.200906.jpg
996,35,3,200,150,E,image/MTS109071612.200906.jpg
994,40,3,200,150,SE,image/MTS109071618.200906.jpg
992,45,3,200,150,SE,image/MTS109071700.200906.jpg
985,55,4,200,150,SE,image/MTS109071706.200906.jpg
980,60,4,240,130,SE,image/MTS109071712.200906.jpg
975,65,5,240,130,SE,image/MTS109071718.200906.jpg
975,65,5,240,130,SE,image/MTS109071800.200906.jpg
975,65,5,240,130,SE,image/MTS109071806.200906.jpg
975,65,5,240,100,SE,image/MTS109071812.200906.jpg
980,60,4,200,70,SE,image/MTS109071818.200906.jpg
992,40,3,180,50,SE,image/MTS109071900.200906.jpg
992,35,3,150,80,SW,image/MTS109080312.200907.jpg
992,35,3,150,80,SW,image/MTS109080318.200907.jpg
992,35,3,150,80,SW,image/MTS109080400.200907.jpg
990,40,3,150,80,SW,image/MTS109080406.200907.jpg
990,40,3,180,80,S,image/MTS109080412.200907.jpg
990,40,3,180,80,S,image/MTS109080418.200907.jpg
990,40,3,120,80,SE,image/MTS109080500.200907.jpg
990,40,3,80,80,symmetric,image/MTS109080506.200907.jpg
990,40,3,80,80,symmetric,image/MTS109080512.200907.jpg
990,35,3,80,80,symmetric,image/MTS109080518.200907.jpg
990,35,3,80,80,symmetric,image/MTS109080600.200907.jpg
990,35,3,80,40,W,image/MTS109080706.200907.jpg
990,35,3,80,40,W,image/MTS109080712.200907.jpg
990,35,3,80,40,W,image/MTS109080718.200907.jpg
990,35,3,80,40,W,image/MTS109080800.200907.jpg
992,35,3,240,150,S,image/MTS109080300.200908.jpg
992,35,3,240,200,S,image/MTS109080306.200908.jpg
990,40,3,240,240,symmetric,image/MTS109080312.200908.jpg
985,45,3,260,260,symmetric,image/MTS109080318.200908.jpg
985,45,3,260,260,symmetric,image/MTS109080400.200908.jpg
985,45,3,260,260,symmetric,image/MTS109080406.200908.jpg
980,50,4,270,270,symmetric,image/MTS109080412.200908.jpg
975,55,4,270,270,symmetric,image/MTS109080418.200908.jpg
975,60,4,290,290,symmetric,image/MTS109080500.200908.jpg
970,60,4,325,325,symmetric,image/MTS109080506.200908.jpg
970,60,4,325,325,symmetric,image/MTS109080512.200908.jpg
965,65,5,350,350,symmetric,image/MTS109080518.200908.jpg
965,65,5,350,350,symmetric,image/MTS109080600.200908.jpg
960,65,5,350,350,symmetric,image/MTS109080603.200908.jpg
960,65,5,350,350,symmetric,image/MTS109080606.200908.jpg
955,70,5,350,350,symmetric,image/MTS109080609.200908.jpg
950,70,5,350,350,symmetric,image/MTS109080612.200908.jpg
945,75,5,350,350,symmetric,image/MTS109080615.200908.jpg
945,75,5,350,350,symmetric,image/MTS109080618.200908.jpg
945,75,5,350,350,symmetric,image/MTS109080621.200908.jpg
945,75,5,350,350,symmetric,image/MTS109080700.200908.jpg
950,70,5,350,350,symmetric,image/MTS109080703.200908.jpg
950,70,5,350,300,SE,image/MTS109080706.200908.jpg
950,70,5,350,300,SE,image/MTS109080709.200908.jpg
950,70,5,350,300,SE,image/MTS109080712.200908.jpg
960,65,5,325,250,SE,image/MTS109080718.200908.jpg
970,60,4,325,250,SE,image/MTS109080800.200908.jpg
970,60,4,325,220,SE,image/MTS109080806.200908.jpg
970,60,4,325,220,SE,image/MTS109080812.200908.jpg
975,60,4,325,180,SE,image/MTS109080818.200908.jpg
975,60,4,325,160,SE,image/MTS109080900.200908.jpg
975,60,4,325,140,SE,image/MTS109080906.200908.jpg
980,50,4,300,140,SE,image/MTS109080912.200908.jpg
985,45,3,300,140,SE,image/MTS109080918.200908.jpg
990,40,3,300,120,SE,image/MTS109081000.200908.jpg
992,35,3,280,120,SE,image/MTS109081006.200908.jpg
994,35,3,240,120,SE,image/MTS109081012.200908.jpg
994,35,3,90,90,symmetric,image/MTS109080906.200909.jpg
994,35,3,90,90,symmetric,image/MTS109080912.200909.jpg
994,35,3,90,90,symmetric,image/MTS109080918.200909.jpg
994,35,3,90,90,symmetric,image/MTS109080921.200909.jpg
992,40,3,100,70,SE,image/MTS109081000.200909.jpg
992,40,3,100,70,SE,image/MTS109081003.200909.jpg
992,40,3,120,90,SE,image/MTS109081006.200909.jpg
992,40,3,120,90,SE,image/MTS109081009.200909.jpg
992,40,3,130,80,SE,image/MTS109081012.200909.jpg
992,40,3,130,70,S,image/MTS109081015.200909.jpg
992,40,3,120,70,S,image/MTS109081018.200909.jpg
992,40,3,120,70,S,image/MTS109081021.200909.jpg
992,40,3,120,70,S,image/MTS109081100.200909.jpg
992,40,3,120,70,S,image/MTS109081103.200909.jpg
992,40,3,120,70,S,image/MTS109081106.200909.jpg
992,40,3,140,70,S,image/MTS109081109.200909.jpg
992,40,3,160,70,S,image/MTS109081112.200909.jpg
992,40,3,180,80,S,image/MTS109081118.200909.jpg
992,40,3,180,80,S,image/MTS109081200.200909.jpg
992,40,3,180,80,S,image/MTS109081206.200909.jpg
992,35,3,180,80,SE,image/MTS109081212.200909.jpg
992,35,3,200,80,SE,image/MTS109081218.200909.jpg
1000,35,3,90,70,E,image/MTS109081718.200910.jpg
998,35,3,90,70,E,image/MTS109081800.200910.jpg
996,40,3,90,70,E,image/MTS109081806.200910.jpg
985,50,4,90,70,E,image/MTS109081812.200910.jpg
